age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y
50,5,0,2,0,3237,0,0,31,10,10.25,1,-1,0,1,1
20,4,2,2,0,185,0,0,31,10,0.3,1,-1,0,1,0
30,9,2,1,0,1866,0,0,4,11,1.58,1,-1,0,1,0
60,4,1,2,0,5041,0,0,4,11,6.65,1,-1,0,1,1
20,4,2,2,0,1335,0,1,4,11,0.25,1,-1,0,1,0
30,2,1,2,0,0,1,0,4,11,3.62,1,-1,0,1,0
50,9,1,1,0,6619,1,0,4,11,7.75,1,-1,0,1,1
30,4,1,2,0,8,1,0,5,11,0.1,1,-1,0,1,0
50,0,0,1,0,237,0,1,5,11,2.82,1,-1,0,1,1
50,0,2,1,0,3132,0,0,5,11,7.48,1,176,1,2,0
30,4,1,2,0,1331,0,0,5,11,4.47,1,-1,0,1,1
30,7,1,1,0,1970,1,0,5,11,4.22,1,-1,0,1,1
40,6,1,1,0,706,0,0,5,11,3.4,1,-1,0,1,1
50,5,0,1,0,1026,0,0,5,11,11.15,1,-1,0,1,1
40,7,1,1,0,94,1,1,5,11,1.13,1,-1,0,1,0
40,4,1,1,0,249,0,0,6,11,3.9,1,-1,0,1,1
40,4,0,2,0,15,0,0,6,11,1.47,1,-1,0,1,0
30,0,1,1,0,3321,1,0,6,11,2.2,1,-1,0,1,0
30,9,2,2,0,2807,0,0,8,11,2.57,1,-1,0,1,1
20,10,2,2,0,7,0,0,8,11,0.33,1,-1,0,1,0
20,4,2,2,0,572,1,0,8,11,5.32,1,-1,0,1,1
30,4,2,2,0,1956,0,0,8,11,1.27,1,-1,0,1,0
40,1,1,1,0,5060,0,0,9,11,4.98,1,-1,0,1,1
40,0,2,1,0,35,0,0,9,11,3.47,1,-1,0,1,0
30,4,1,2,0,1101,1,0,9,11,0.72,1,-1,0,1,0
30,9,1,1,0,1234,0,0,9,11,1.02,1,-1,0,1,0
20,0,2,1,0,40,0,0,10,11,20.65,1,-1,0,1,0
50,9,1,2,0,6573,1,0,10,11,81.97,1,-1,0,1,0
30,4,2,2,0,6490,0,0,10,11,2.08,1,-1,0,1,0
30,4,1,2,0,163,1,1,10,11,1.78,1,-1,0,1,0
30,10,0,1,0,1005,1,0,10,11,2.92,1,174,2,2,0
40,0,1,1,0,2271,0,0,10,11,8.73,1,-1,0,1,1
40,4,2,1,0,9916,0,0,10,11,1.63,1,-1,0,1,0
40,4,1,2,0,1,0,0,10,11,4.13,1,-1,0,1,1
40,9,1,1,0,0,0,0,11,11,1.23,1,-1,0,1,0
30,9,1,1,0,585,1,0,11,11,2.22,1,-1,0,1,0
30,10,1,1,0,456,0,0,11,11,1.98,1,-1,0,1,0
30,4,1,2,0,676,0,0,11,11,8.1,1,-1,0,1,1
20,6,2,2,0,160,0,0,11,11,2.63,1,-1,0,1,1
30,0,1,2,0,899,1,0,12,11,1.9,1,170,3,2,1
40,1,1,1,0,1230,1,0,12,11,6.3,1,-1,0,1,1
20,9,2,1,0,333,0,1,12,11,2.15,1,-1,0,1,0
30,9,1,1,0,1016,1,1,12,11,0.4,1,-1,0,1,0
20,4,1,2,0,52,0,1,12,11,3.97,1,-1,0,1,0
30,0,1,1,0,873,1,0,12,11,1.98,1,167,3,4,0
40,1,0,0,0,219,0,0,13,11,2.3,1,-1,0,1,0
30,0,2,1,0,206,0,0,13,11,2.8,1,-1,0,1,0
40,1,1,1,0,718,1,1,13,11,1.2,1,-1,0,1,0
50,3,1,2,0,0,0,0,13,11,8.23,1,-1,0,1,1
30,4,2,2,0,1243,1,0,13,11,1.43,1,174,1,2,0
30,4,1,2,0,62,1,0,13,11,0.75,1,-1,0,1,0
30,1,2,2,0,700,0,0,13,11,1.5,1,-1,0,1,1
30,2,2,1,0,0,0,0,13,11,2.67,1,-1,0,1,1
40,0,1,1,0,3608,1,0,13,11,3.85,1,-1,0,1,1
20,8,2,1,0,67,0,0,14,11,3.98,1,-1,0,1,1
30,10,2,1,0,127,1,0,14,11,2.7,1,-1,0,1,1
30,1,1,1,0,2089,1,0,14,11,2.2,1,-1,0,1,1
50,4,1,2,0,4152,1,0,14,11,2.67,1,-1,0,1,1
30,0,2,1,0,943,0,0,14,11,0.4,1,-1,0,1,0
30,9,2,1,0,816,1,0,14,11,2.98,1,-1,0,1,1
30,4,1,2,0,937,0,0,17,11,1.27,1,-1,0,1,0
40,2,1,2,0,1631,1,0,17,11,1.35,1,195,2,2,0
50,1,1,1,0,5270,1,0,17,11,1.68,1,-1,0,1,0
50,4,0,2,0,119,0,0,17,11,3.33,1,165,2,2,0
50,9,1,1,0,58,1,0,17,11,1.32,1,129,2,2,0
50,9,1,1,0,-942,1,0,17,11,2.18,1,-1,0,1,0
40,4,1,2,0,6203,1,1,17,11,0.97,1,188,1,2,0
50,0,1,1,0,4028,1,0,17,11,2.43,1,-1,0,1,0
50,0,1,1,0,0,1,0,17,11,1.53,1,-1,0,1,0
50,9,1,1,0,910,0,0,17,11,2.6,1,-1,0,1,0
30,9,1,1,0,1577,1,1,17,11,0.88,1,-1,0,1,0
40,4,1,2,0,7028,0,0,17,11,1.63,1,-1,0,1,0
50,2,1,1,0,665,0,0,17,11,3.97,1,-1,0,1,0
30,9,1,1,0,421,1,1,17,11,1.42,1,-1,0,1,0
40,0,1,1,0,1252,1,1,17,11,0.98,1,-1,0,1,0
30,9,2,1,0,105,1,0,17,11,5.05,1,196,2,2,0
30,6,1,1,0,8230,1,0,17,11,0.85,1,-1,0,1,0
30,4,1,2,0,94,1,0,17,11,1.8,1,-1,0,1,0
40,1,0,0,0,514,0,0,17,11,3.68,1,-1,0,1,0
40,4,1,1,0,71,0,0,17,11,1.33,1,-1,0,1,0
40,4,1,2,0,1533,0,0,17,11,5.4,1,172,1,2,0
40,6,1,2,0,4960,0,0,17,11,2.32,1,-1,0,1,0
40,5,1,1,0,8648,0,0,17,11,8.78,1,-1,0,1,0
40,3,1,2,0,228,1,0,17,11,1.33,1,118,1,2,0
40,4,2,1,0,1623,1,0,17,11,2.68,1,167,2,2,0
30,9,0,1,0,3296,1,0,17,11,2.17,1,-1,0,1,0
40,9,1,2,0,0,0,0,17,11,2,1,-1,0,1,0
40,9,0,1,0,1648,0,0,17,11,1.33,1,-1,0,1,0
50,4,1,2,0,6798,1,0,17,11,4.17,1,-1,0,1,0
50,4,1,2,0,1402,1,0,17,11,1.1,1,-1,0,1,0
50,1,1,0,0,69,0,0,17,11,1.18,1,-1,0,1,0
30,7,2,1,0,200,1,0,17,11,4.2,1,-1,0,1,0
50,4,1,2,0,5282,0,0,17,11,1.88,1,-1,0,1,0
50,4,1,0,0,0,1,1,17,11,2.02,1,-1,0,1,0
40,6,1,2,0,582,0,0,17,11,2.47,1,-1,0,1,0
50,9,1,1,0,195,1,0,17,11,1.3,1,-1,0,1,0
50,4,1,1,0,7162,0,0,17,11,1.38,1,-1,0,1,0
50,4,1,2,0,1636,0,0,17,11,2.05,1,-1,0,1,0
50,5,1,1,0,425,1,1,17,11,1.67,1,-1,0,1,0
50,2,1,0,0,199,0,0,17,11,2.93,1,-1,0,1,0
40,4,1,2,0,1323,1,0,17,11,9.17,1,-1,0,1,0
40,4,1,2,0,3419,1,0,17,11,1.25,1,-1,0,1,0
50,5,1,1,0,103,1,1,17,11,0.95,1,-1,0,1,0
40,4,1,2,0,1028,0,1,17,11,0.92,1,-1,0,1,0
40,4,0,1,0,17,1,0,17,11,3.25,1,-1,0,1,0
30,0,1,1,0,2598,0,0,17,11,2.05,1,-1,0,1,0
40,1,1,1,0,1484,0,0,17,11,4.95,1,119,3,2,0
40,6,2,2,0,1693,1,0,17,11,5.88,1,-1,0,1,0
30,4,2,2,0,411,1,1,17,11,2.37,1,-1,0,1,0
50,4,1,2,0,4278,0,0,17,11,0.88,1,-1,0,1,0
50,0,1,1,0,231,0,1,17,11,0.98,1,-1,0,1,0
50,9,2,1,0,198,1,1,17,11,2,1,171,2,2,0
30,4,1,2,0,2516,0,0,17,11,9.92,1,-1,0,1,0
40,0,0,1,0,295,1,0,17,11,2.05,1,164,2,4,0
50,0,1,1,0,1274,1,0,17,11,1.23,1,-1,0,1,0
50,0,0,1,0,1878,1,0,17,11,3.65,1,-1,0,1,0
40,7,1,1,0,3305,1,0,17,11,6.45,1,-1,0,1,0
40,9,1,1,0,1,1,0,17,11,7.22,1,-1,0,1,0
30,4,2,1,0,2785,0,1,17,11,9.13,1,-1,0,1,0
40,4,1,0,0,-292,1,0,17,11,1.67,1,-1,0,1,0
40,4,1,2,0,8969,1,0,17,11,2.55,1,-1,0,1,0
50,4,1,2,0,2901,0,0,17,11,3.72,2,-1,0,1,0
50,9,1,1,0,65,0,0,17,11,2.97,1,-1,0,1,0
40,7,1,1,0,1114,0,0,17,11,4.72,1,-1,0,1,0
40,9,1,1,0,1477,1,0,17,11,1.25,1,132,1,2,0
50,9,1,1,0,465,1,1,17,11,1.53,1,-1,0,1,0
40,7,1,1,0,0,1,0,17,11,1.6,1,-1,0,1,0
30,0,1,1,0,401,1,0,17,11,6.6,1,129,2,2,0
30,1,1,0,0,3324,0,0,17,11,1.6,1,131,1,2,0
50,1,1,0,0,2440,0,1,17,11,5.57,1,-1,0,1,0
50,9,1,2,0,0,1,1,17,11,2.37,1,-1,0,1,0
30,4,1,2,1,0,0,0,17,11,0.73,1,123,2,2,0
40,3,1,1,0,477,1,1,17,11,3.85,2,-1,0,1,0
30,2,1,2,0,1654,0,0,17,11,6.27,1,-1,0,1,0
50,3,1,1,0,0,0,0,17,11,0.93,1,-1,0,1,0
40,9,1,0,0,4656,0,0,17,11,0.73,1,-1,0,1,0
40,4,1,2,0,191,1,0,17,11,0.97,1,-1,0,1,0
30,1,1,0,0,108,0,0,17,11,4.42,1,-1,0,1,0
40,4,1,2,0,64,0,0,17,11,3.47,1,159,1,4,0
40,9,1,1,0,1865,1,0,17,11,2.58,1,186,1,2,0
40,9,1,1,0,17,1,1,17,11,1.35,1,-1,0,1,0
40,4,1,2,0,1034,0,0,17,11,1.22,1,-1,0,1,0
40,9,0,1,0,7,1,1,17,11,0.83,1,-1,0,1,0
30,4,1,1,0,5447,1,1,17,11,29.82,1,-1,0,1,1
40,9,0,1,0,275,0,0,17,11,17.95,1,-1,0,1,1
40,9,1,1,0,17,0,0,17,11,3.2,1,-1,0,1,0
40,4,1,2,0,0,1,0,17,11,1.83,1,-1,0,1,0
50,1,1,1,0,1540,1,0,17,11,9.4,1,-1,0,1,1
30,1,1,1,0,751,1,1,17,11,21.72,1,-1,0,1,1
30,2,2,2,0,1454,0,0,17,11,6.28,1,-1,0,1,0
50,4,1,2,0,2764,0,0,17,11,3.92,1,-1,0,1,0
30,4,1,2,0,5381,0,0,17,11,6.25,1,-1,0,1,0
50,2,1,1,0,0,1,1,17,11,5.73,1,-1,0,1,0
50,5,1,1,0,1749,0,0,17,11,4.8,2,-1,0,1,0
40,0,1,1,0,0,1,1,17,11,0.95,1,-1,0,1,0
30,4,1,1,0,313,1,0,17,11,2.08,1,-1,0,1,0
30,0,1,1,0,0,1,0,17,11,1.3,1,-1,0,1,0
40,4,1,2,0,1272,1,0,17,11,3.57,1,-1,0,1,0
30,4,1,2,0,1875,0,0,17,11,4.77,1,-1,0,1,0
40,0,0,1,0,-60,0,0,17,11,1.95,1,-1,0,1,0
50,9,2,1,0,6284,1,0,17,11,0.68,1,-1,0,1,0
40,0,0,1,0,0,0,0,17,11,0.95,1,-1,0,1,0
50,9,1,1,0,1469,1,0,17,11,6.07,1,-1,0,1,0
40,2,1,1,0,2655,0,0,17,11,1.05,1,-1,0,1,0
50,0,1,0,0,1694,1,0,17,11,6.3,1,-1,0,1,0
50,9,1,2,0,0,0,0,17,11,1.35,1,-1,0,1,0
50,2,1,1,0,318,1,0,17,11,7.17,1,-1,0,1,0
40,1,1,0,0,0,0,1,17,11,7.98,1,-1,0,1,0
40,7,1,1,0,1084,1,0,17,11,1.65,1,-1,0,1,0
50,4,1,1,1,5249,1,0,17,11,1.8,1,-1,0,1,0
50,4,1,1,0,2410,1,0,17,11,2.25,1,-1,0,1,0
50,4,1,1,0,633,0,1,17,11,5.03,1,111,6,2,0
30,2,1,1,0,0,1,1,17,11,4.3,1,-1,0,1,0
30,9,1,2,0,0,1,0,17,11,1.28,1,-1,0,1,0
40,1,1,1,0,4403,1,1,17,11,1.35,1,-1,0,1,0
40,1,1,1,0,0,1,0,17,11,2.12,1,-1,0,1,0
50,4,1,2,0,2063,1,0,17,11,1.9,1,-1,0,1,0
40,9,1,1,0,69,1,1,17,11,0.92,1,-1,0,1,0
30,9,1,2,0,326,1,0,17,11,3.97,1,-1,0,1,0
40,1,1,1,0,410,1,1,17,11,2.98,1,-1,0,1,0
50,0,1,1,0,113,1,0,17,11,1.4,1,-1,0,1,0
50,5,1,1,0,2749,1,1,17,11,0.63,1,172,2,2,0
50,2,1,2,0,209,0,0,17,11,2.17,1,111,2,2,0
50,4,1,2,0,926,1,0,17,11,5.15,1,-1,0,1,0
40,7,2,1,0,856,1,0,17,11,1.17,1,-1,0,1,0
50,9,2,1,0,246,1,0,17,11,4.5,1,123,2,2,0
40,9,1,1,0,32,1,1,17,11,1.83,2,-1,0,1,0
50,1,1,0,0,209,0,1,17,11,3.43,1,-1,0,1,0
40,2,0,2,0,0,1,0,17,11,2.93,1,-1,0,1,0
40,9,1,1,0,4466,0,0,17,11,2.63,2,-1,0,1,0
50,1,1,1,0,0,0,0,17,11,8.05,1,-1,0,1,0
50,4,1,2,0,7387,0,0,17,11,1.42,1,-1,0,1,0
50,2,1,2,0,5420,1,0,17,11,1.22,1,-1,0,1,0
40,9,1,1,0,1415,1,0,17,11,8.05,1,116,1,2,0
40,9,2,2,0,1448,0,0,17,11,4.87,1,-1,0,1,0
40,0,1,1,0,272,1,1,17,11,1.8,1,-1,0,1,0
40,7,0,1,0,5766,1,1,17,11,1.13,2,173,1,2,0
30,4,1,2,0,101,1,0,17,11,5.8,1,123,1,2,0
50,4,1,2,0,4,1,1,17,11,1.75,3,-1,0,1,0
50,4,0,2,0,0,0,0,17,11,1.78,1,-1,0,1,0
30,4,1,2,0,5057,1,0,17,11,1.17,1,166,10,2,0
40,4,2,2,0,3013,1,0,17,11,2.5,1,-1,0,1,0
50,7,1,2,0,3094,1,0,17,11,1.6,1,-1,0,1,0
40,4,1,2,0,5010,0,0,17,11,0.82,1,-1,0,1,0
50,0,1,1,0,4962,0,1,17,11,1.87,1,-1,0,1,0
50,0,0,1,0,7089,0,0,17,11,0.67,1,-1,0,1,0
40,1,1,1,0,2348,0,0,17,11,3.03,1,-1,0,1,0
50,4,1,2,0,2479,0,0,17,11,4.32,1,-1,0,1,0
50,0,1,1,0,865,1,0,17,11,1.18,1,-1,0,1,0
50,5,1,1,0,450,0,0,17,11,0.27,1,-1,0,1,0
30,3,1,2,0,1265,1,0,17,11,1.97,1,164,3,2,0
50,0,2,1,0,738,0,0,17,11,0.93,1,-1,0,1,0
50,0,1,1,0,191,1,1,17,11,0.73,1,-1,0,1,0
40,4,2,2,0,8106,0,0,17,11,2.08,1,111,3,2,0
40,9,0,1,0,30,1,1,17,11,1.47,1,-1,0,1,0
50,7,0,1,0,518,1,0,17,11,1.27,1,-1,0,1,0
50,4,1,0,0,-155,1,0,17,11,4.7,1,-1,0,1,0
50,4,1,2,0,0,0,0,17,11,1.5,2,110,2,2,0
50,0,0,1,0,48,0,1,17,11,9.85,1,-1,0,1,0
50,7,1,1,0,1364,0,0,17,11,8.47,1,115,1,2,0
40,6,1,1,0,5564,0,0,17,11,9.33,2,-1,0,1,0
50,4,2,2,0,720,1,0,17,11,1.65,1,-1,0,1,0
50,4,0,2,0,2126,1,0,17,11,2.18,1,-1,0,1,0
40,4,2,2,0,46,0,1,17,11,1.33,1,152,1,2,0
50,5,1,1,0,5423,0,1,17,11,1.55,1,115,1,2,0
40,10,0,2,0,-198,1,0,17,11,2.75,1,-1,0,1,0
40,9,0,2,0,1871,1,0,17,11,1.07,1,-1,0,1,0
50,1,1,1,0,-355,1,1,17,11,2.03,2,-1,0,1,0
40,4,1,2,0,3505,0,0,17,11,7.23,2,-1,0,1,1
50,5,1,1,0,8332,0,0,17,11,2.73,2,96,4,2,0
50,0,1,1,0,1575,0,0,17,11,6.78,1,-1,0,1,0
50,9,0,1,0,689,1,0,17,11,1.83,1,103,4,2,0
50,4,1,2,0,-565,1,1,17,11,3.18,2,-1,0,1,0
40,4,2,2,0,328,1,1,17,11,2.08,1,-1,0,1,0
50,4,1,2,0,2578,0,0,17,11,6.87,1,-1,0,1,0
50,0,1,1,0,1661,1,1,17,11,1.42,1,-1,0,1,0
40,4,1,2,0,6493,1,0,17,11,3,1,-1,0,1,0
50,3,1,2,0,3760,0,0,17,11,17.83,1,-1,0,1,0
40,9,2,1,0,463,1,0,17,11,4.43,2,-1,0,1,0
50,5,1,2,0,135,1,0,17,11,1.57,1,-1,0,1,0
40,4,1,2,0,77,1,0,17,11,0.98,1,-1,0,1,0
50,1,1,1,0,0,1,0,17,11,2.08,1,-1,0,1,0
50,10,2,1,0,2668,0,0,17,11,26.77,1,-1,0,1,0
50,9,2,1,0,1262,0,1,17,11,3.6,1,-1,0,1,0
50,7,0,1,0,135,1,1,17,11,14.37,1,-1,0,1,0
50,7,1,1,0,1191,0,1,17,11,3.57,1,-1,0,1,0
30,6,1,2,0,7343,0,0,17,11,1.3,1,-1,0,1,0
50,4,0,2,0,315,1,0,17,11,1.03,2,-1,0,1,0
50,4,0,2,0,1573,1,1,17,11,4.65,1,-1,0,1,0
30,0,2,2,0,0,0,0,17,11,2.88,1,-1,0,1,0
30,0,1,2,0,1144,1,1,17,11,1.48,1,-1,0,1,0
30,4,1,2,0,685,0,0,17,11,0.88,1,-1,0,1,0
30,4,2,2,0,621,1,0,17,11,1.62,1,-1,0,1,0
50,9,0,2,0,2228,0,0,17,11,14.83,1,-1,0,1,1
40,1,1,1,0,1039,1,0,17,11,9.68,1,-1,0,1,0
40,4,0,2,0,0,0,0,17,11,1.93,1,-1,0,1,0
50,9,1,1,0,0,1,0,17,11,1.17,1,-1,0,1,0
40,4,1,1,0,1306,1,0,17,11,2.58,1,-1,0,1,0
30,0,2,1,0,0,1,0,17,11,3.57,1,174,2,2,0
40,9,2,1,0,819,0,1,17,11,3.33,1,-1,0,1,0
40,1,1,1,0,33,0,0,17,11,0.45,1,-1,0,1,0
30,4,1,2,0,898,0,0,17,11,9.63,1,-1,0,1,0
40,4,1,2,0,2919,1,0,17,11,2.55,1,-1,0,1,0
30,4,1,2,0,1108,1,0,17,11,0.87,1,-1,0,1,0
30,4,2,0,0,0,1,1,17,11,1.03,1,-1,0,1,0
30,0,2,1,0,4344,1,0,17,11,1.32,2,118,3,2,0
40,9,1,1,0,1952,1,0,17,11,5.17,1,-1,0,1,0
50,4,1,2,0,2551,1,0,17,11,2.5,2,-1,0,1,0
50,9,1,1,0,472,1,1,17,11,3.82,2,150,1,2,0
40,9,2,1,0,1171,1,0,17,11,0.57,1,-1,0,1,0
30,4,2,2,0,1435,1,0,17,11,1.73,3,-1,0,1,0
40,9,0,1,0,0,1,0,17,11,6.43,2,-1,0,1,0
40,0,2,1,0,597,0,1,17,11,1.22,1,-1,0,1,0
50,4,1,0,0,252,1,1,17,11,2.3,1,175,2,2,0
40,9,1,1,0,0,1,0,17,11,1.23,2,196,1,2,0
40,4,0,2,0,6572,1,0,17,11,0.7,2,-1,0,1,0
40,4,0,1,0,10,1,0,17,11,4.55,1,-1,0,1,0
40,4,1,1,0,4425,0,0,17,11,2.45,1,110,2,2,0
40,9,0,1,0,-36,1,0,17,11,3.17,1,104,1,2,0
30,4,2,1,0,18,1,0,17,11,4.9,1,-1,0,1,0
40,9,1,1,0,0,1,0,17,11,1.6,1,-1,0,1,0
50,0,1,1,0,92,0,1,17,11,0.82,3,-1,0,1,0
50,5,1,1,0,4230,0,1,17,11,2.72,3,-1,0,1,0
40,9,1,1,0,0,0,1,17,11,1.72,2,193,3,2,0
50,2,0,2,0,1730,0,0,17,11,1.48,2,118,3,2,0
40,9,1,1,1,295,0,1,17,11,3.17,2,-1,0,1,0
40,10,1,1,0,4544,0,0,17,11,1.28,2,-1,0,1,0
40,7,1,1,0,202,1,0,17,11,10.85,2,104,1,2,1
40,2,1,2,0,313,1,0,17,11,0.7,2,188,2,2,0
40,4,1,2,0,716,1,1,17,11,1.77,1,-1,0,1,0
40,2,1,2,0,0,1,0,17,11,1.75,1,-1,0,1,0
30,1,2,0,0,419,1,0,17,11,3.1,1,181,1,2,0
30,9,1,1,0,344,1,1,17,11,0.93,1,-1,0,1,0
40,4,2,2,0,0,0,1,17,11,10.95,1,-1,0,1,0
30,2,2,2,0,1467,1,1,17,11,5.82,1,-1,0,1,0
30,2,1,2,0,0,1,0,17,11,1.08,1,-1,0,1,0
40,4,1,0,0,427,0,0,17,11,1.03,1,-1,0,1,0
40,0,0,1,0,0,1,0,17,11,1.7,1,-1,0,1,0
50,0,1,1,0,3735,0,0,17,11,1.52,2,-1,0,1,0
40,0,1,2,0,279,1,0,17,11,1.85,1,-1,0,1,0
50,5,0,1,0,-370,0,0,17,11,24.15,1,-1,0,1,0
50,10,2,1,0,380,0,0,17,11,11.6,2,-1,0,1,1
30,4,1,2,0,209,1,0,17,11,3.13,1,-1,0,1,0
30,4,1,2,0,441,1,1,17,11,2.67,2,-1,0,1,0
30,4,1,1,0,0,1,0,17,11,6.78,1,-1,0,1,0
40,9,1,1,0,536,1,0,17,11,1.28,1,-1,0,1,0
50,4,0,2,0,5187,0,1,17,11,9.33,2,-1,0,1,0
40,6,2,1,0,1029,0,0,17,11,1.8,2,-1,0,1,0
40,10,2,1,0,0,1,0,17,11,1.88,2,-1,0,1,0
40,7,1,1,0,1048,1,0,17,11,1.18,1,186,1,2,0
50,7,0,1,0,2398,1,0,17,11,1.22,1,-1,0,1,0
30,9,1,1,0,0,1,1,17,11,3.32,1,-1,0,1,0
30,0,1,0,0,0,0,0,17,11,1.77,1,-1,0,1,0
40,1,1,1,0,179,1,0,17,11,1.6,1,-1,0,1,0
40,4,1,1,0,71,1,0,17,11,1.07,1,-1,0,1,0
30,1,2,0,0,1918,1,0,17,11,5.35,1,-1,0,1,0
40,2,1,1,0,2192,1,0,17,11,2.23,1,-1,0,1,0
40,7,1,1,0,4005,1,0,17,11,2.35,1,-1,0,1,0
30,7,1,1,0,0,0,0,17,11,1.57,1,-1,0,1,0
30,7,2,1,0,2223,0,0,17,11,8.32,3,-1,0,1,0
40,9,1,1,0,112,1,0,17,11,18.02,1,131,1,2,0
50,0,0,2,0,493,1,1,17,11,1.07,3,-1,0,1,0
30,4,2,2,0,0,1,1,17,11,1.78,2,-1,0,1,0
30,0,1,1,0,0,1,0,17,11,1.4,1,-1,0,1,0
40,7,1,1,0,163,1,0,17,11,1.22,1,-1,0,1,0
40,9,1,1,0,3029,1,0,17,11,4.18,2,-1,0,1,0
50,9,2,1,0,6164,1,0,17,11,1.68,1,-1,0,1,0
50,9,1,1,0,563,1,0,17,11,8.4,1,123,3,2,0
30,0,1,1,0,1246,1,0,17,11,1.85,2,-1,0,1,0
30,1,1,1,0,1797,1,1,17,11,2.77,1,181,2,2,0
40,4,1,2,0,7007,0,0,17,11,5.42,2,-1,0,1,0
50,9,1,2,0,3440,1,0,17,11,2.07,1,131,1,2,0
30,10,1,1,0,16,1,1,17,11,1.48,2,-1,0,1,0
50,4,1,0,0,13,0,0,17,11,4,1,-1,0,1,0
50,4,0,2,0,968,0,0,17,11,1.75,1,-1,0,1,0
40,4,2,2,0,300,1,0,17,11,0.8,1,-1,0,1,0
50,0,1,1,0,2747,0,0,17,11,15.12,2,-1,0,1,0
50,4,1,2,1,-24,1,0,17,11,0.23,1,-1,0,1,0
40,7,0,1,0,361,0,0,17,11,4.78,1,-1,0,1,0
30,4,1,2,0,81,1,0,17,11,2,1,-1,0,1,0
40,1,1,1,0,508,1,0,17,11,2.63,1,-1,0,1,0
50,4,0,1,0,321,0,1,17,11,4.23,2,-1,0,1,0
40,2,1,2,0,373,0,0,17,11,2.9,1,154,3,2,0
30,4,1,1,0,3840,1,1,17,11,1.03,1,-1,0,1,0
50,4,0,2,0,2096,0,0,17,11,3.48,2,-1,0,1,0
40,9,1,1,0,2020,1,0,17,11,1.03,1,131,1,2,0
30,2,1,1,0,24,1,0,17,11,2.13,1,181,1,2,0
40,0,0,1,0,-637,1,0,17,11,2.55,1,-1,0,1,0
30,4,1,2,0,425,1,0,17,11,4,1,181,1,2,0
40,1,1,0,0,69,1,0,17,11,6.25,1,-1,0,1,0
40,9,1,1,0,80,0,1,17,11,1.23,1,145,1,2,0
40,4,1,0,0,5310,1,0,17,11,16.4,1,-1,0,1,1
50,4,1,2,0,935,1,0,17,11,2.33,1,-1,0,1,0
30,0,1,2,0,585,1,0,17,11,2.18,1,-1,0,1,0
50,6,1,2,0,0,1,0,17,11,1.95,2,-1,0,1,0
40,4,0,2,0,757,1,0,17,11,1.5,1,-1,0,1,0
40,4,0,2,0,3150,1,0,17,11,1.68,2,-1,0,1,0
30,9,1,1,0,5,1,0,17,11,1.9,1,-1,0,1,0
40,6,1,1,0,634,1,0,17,11,1.08,1,131,1,2,0
40,4,1,2,0,9678,1,0,17,11,5.3,1,-1,0,1,0
50,4,1,2,0,0,1,0,17,11,2.73,2,-1,0,1,0
50,5,1,1,0,1504,1,1,17,11,12.68,1,-1,0,1,1
50,4,1,2,0,830,0,0,17,11,1.18,1,138,2,2,0
50,6,0,2,0,1357,1,0,17,11,3.88,3,-1,0,1,0
30,4,2,2,0,0,1,0,17,11,3.55,2,-1,0,1,0
50,4,1,2,0,-1415,1,1,17,11,2.25,1,-1,0,1,0
20,11,2,1,0,1187,0,0,17,11,0.73,1,-1,0,1,0
50,4,1,2,0,0,0,0,17,11,3.23,1,-1,0,1,0
50,7,1,1,0,2719,1,0,17,11,2.77,2,171,2,2,0
50,7,0,0,0,588,0,0,17,11,5.05,2,-1,0,1,0
40,10,1,1,0,0,1,0,17,11,0.97,1,195,2,2,0
40,6,1,2,0,0,1,0,17,11,2.23,1,-1,0,1,0
40,1,1,1,0,1657,1,1,17,11,2.58,1,-1,0,1,0
50,2,1,2,0,2289,1,1,17,11,3.05,1,-1,0,1,0
40,2,0,2,0,567,1,0,17,11,9.23,2,-1,0,1,0
50,4,0,2,0,722,0,0,17,11,3.63,2,-1,0,1,0
50,7,0,0,0,200,0,0,17,11,3.03,3,-1,0,1,0
50,4,1,2,0,1783,0,1,17,11,9,2,-1,0,1,1
30,4,1,2,0,785,1,0,17,11,3.65,2,-1,0,1,0
50,4,1,2,0,248,1,1,17,11,2.32,2,126,3,2,0
40,4,1,2,0,226,1,0,17,11,1.27,3,-1,0,1,0
30,0,1,1,0,746,1,0,17,11,9.68,3,-1,0,1,0
50,4,1,2,0,4504,1,0,17,11,4.47,2,-1,0,1,0
40,9,2,1,0,-15,0,0,17,11,1.48,1,145,1,2,0
30,4,1,2,0,6274,1,0,17,11,8.33,2,-1,0,1,0
50,5,2,1,1,-741,1,1,17,11,0.88,1,-1,0,1,0
50,4,1,2,0,2920,1,0,17,11,2.18,2,-1,0,1,0
40,1,1,1,0,2152,1,0,17,11,6.15,1,-1,0,1,0
40,4,1,2,0,189,1,0,17,11,1.85,1,-1,0,1,0
30,0,2,1,0,601,0,0,17,11,3.07,3,-1,0,1,0
40,7,2,1,0,877,0,0,17,11,1.5,2,-1,0,1,0
40,7,1,1,0,28,0,0,17,11,0.8,1,-1,0,1,0
40,7,0,1,0,0,0,0,17,11,6.78,1,150,3,4,0
40,4,1,2,0,5326,0,0,17,11,1.93,2,-1,0,1,0
50,3,1,0,0,1563,1,0,17,11,2.13,2,-1,0,1,0
